category,prompt,rank,primary_title,genres,match_score,final_score,intent_mode,inferred_genres,excluded_genres,excluded_facets,negative_match_signal,genre_miss_signal
clear comfort,"I want a comforting, funny, wholesome family movie",5,The Middle,"Comedy,Family",85.4,0.920735938641344,explicit_desire,"Family, Comedy",none,none,0.0,0.0
clear comfort,"I want a comforting, funny, wholesome family movie",6,Raising Hope,"Comedy,Family",80.8,0.918654127100073,explicit_desire,"Family, Comedy",none,none,0.0,0.0
clear comfort,"I want a comforting, funny, wholesome family movie",7,Elf,"Adventure,Comedy,Family",81.9,0.9014371804236667,explicit_desire,"Family, Comedy",none,none,0.0,0.0
clear comfort,"I want a comforting, funny, wholesome family movie",8,The Odd Life of Timothy Green,"Comedy,Drama,Family",79.9,0.883855003652301,explicit_desire,"Family, Comedy",none,none,0.0,0.0
clear comfort,"I want a comforting, funny, wholesome family movie",9,iCarly,"Comedy,Family,Romance",81.0,0.8829967129291454,explicit_desire,"Family, Comedy",none,none,0.0,0.0
clear comfort,"I want a comforting, funny, wholesome family movie",10,Night at the Museum,"Adventure,Comedy,Family",82.8,0.8666581446311175,explicit_desire,"Family, Comedy",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,1,Saw,"Horror,Mystery,Thriller",92.8,0.9378688823959095,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,2,Enemy,"Drama,Mystery,Thriller",96.5,0.937081811541271,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,3,The Others,"Horror,Mystery,Thriller",93.0,0.9349945215485757,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,4,Get Out,"Horror,Mystery,Thriller",92.8,0.9323319941563184,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,5,Martha Marcy May Marlene,"Drama,Mystery,Thriller",90.9,0.9113714390065742,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,6,Unknown,"Action,Mystery,Thriller",91.6,0.9086066471877283,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,7,The Night House,"Horror,Mystery,Thriller",91.7,0.9008856829802775,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,8,Run,"Mystery,Thriller",92.2,0.900746895544193,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,9,Us,"Horror,Mystery,Thriller",91.2,0.8918024105186269,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
dark specific,Give me a dark psychological and mind-bending thriller,10,Kahaani,"Mystery,Thriller",92.6,0.888254200146092,explicit_desire,"Mystery, Thriller",none,none,0.0,0.0
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",1,Mohabbatein,"Drama,Musical,Romance",85.7,0.944872169466764,explicit_desire,"Musical, Romance",none,none,0.0,0.0
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",2,Moulin Rouge!,"Drama,Musical,Romance",85.6,0.9444667640613588,explicit_desire,"Musical, Romance",none,none,0.0,0.0
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",3,Mamma Mia!,"Comedy,Musical,Romance",82.9,0.9249707815924033,explicit_desire,"Musical, Romance",none,none,0.0,0.0
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",4,Forrest Gump,"Drama,Romance",79.6,0.8283071585098611,explicit_desire,"Musical, Romance",none,none,0.0,0.5
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",5,Dil Bechara,"Comedy,Drama,Romance",78.4,0.8219010226442658,explicit_desire,"Musical, Romance",none,none,0.0,0.5
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",6,Mamma Mia! Here We Go Again,"Comedy,Musical,Romance",79.5,0.817055003652301,explicit_desire,"Musical, Romance",none,none,0.0,0.0
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",7,The Notebook,"Drama,Romance",79.7,0.8168791088385682,explicit_desire,"Musical, Romance",none,none,0.0,0.5
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",8,Farewell My Concubine,"Drama,Music,Romance",78.3,0.8153761869978084,explicit_desire,"Musical, Romance",none,none,0.0,0.5
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",9,Devdas,"Drama,Musical,Romance",76.1,0.8139590942293645,explicit_desire,"Musical, Romance",none,none,0.0,0.0
romantic mixed emotion,"I want a romantic, bittersweet musical with strong emotions",10,Once,"Drama,Music,Romance",78.4,0.8112783053323593,explicit_desire,"Musical, Romance",none,none,0.0,0.5
specific horror,I want a tense zombie survival horror movie,1,REC,"Horror,Mystery,Thriller",92.8,0.9640832724616508,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,2,The Walking Dead,"Drama,Horror,Thriller",92.2,0.9581537618699779,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,3,Grindhouse,"Action,Horror,Thriller",86.1,0.92827246165084,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,4,[Rec]²,"Horror,Thriller",88.9,0.9277976625273922,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,5,Train to Busan,"Action,Horror,Thriller",86.0,0.9103871439006573,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,6,Get Out,"Horror,Mystery,Thriller",89.3,0.9030861943024105,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,7,The Descent,"Adventure,Horror,Thriller",90.8,0.8826844411979548,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,8,Fresh,"Horror,Thriller",87.5,0.8644704163623081,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,9,Dog Soldiers,"Action,Horror,Thriller",87.9,0.8640175310445581,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
specific horror,I want a tense zombie survival horror movie,10,The Hunt,"Action,Horror,Thriller",91.1,0.8637363038714388,explicit_desire,"Horror, Thriller",none,none,0.0,0.0
current feeling only,I feel sad and heartbroken,1,Raising Hope,"Comedy,Family",76.7,0.8290144300922326,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.4170117974281311,0.0
current feeling only,I feel sad and heartbroken,2,The Christmas Chronicles,"Adventure,Comedy,Family",73.9,0.8220937635948223,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.32460710406303406,0.0
current feeling only,I feel sad and heartbroken,3,Paddington 2,"Adventure,Comedy,Family",74.4,0.7526894623315448,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.35681915283203125,0.0
current feeling only,I feel sad and heartbroken,4,Elf,"Adventure,Comedy,Family",72.2,0.7423846305424581,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.21585814654827118,0.0
current feeling only,I feel sad and heartbroken,5,Enchanted,"Adventure,Animation,Comedy",70.0,0.7274218484339379,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.2096325308084488,0.3939393939393939
current feeling only,I feel sad and heartbroken,6,The Suite Life of Zack & Cody,"Comedy,Family",73.5,0.6995994793484906,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.26899394392967224,0.0
current feeling only,I feel sad and heartbroken,7,Boy Meets World,"Comedy,Drama,Family",74.9,0.6935042678278497,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.27762889862060547,0.0
current feeling only,I feel sad and heartbroken,8,Secondhand Lions,"Comedy,Drama,Family",70.0,0.680193773379197,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.4536333680152893,0.0
current feeling only,I feel sad and heartbroken,9,50/50,"Comedy,Drama,Romance",71.2,0.6432065582295182,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.6225330233573914,0.3939393939393939
current feeling only,I feel sad and heartbroken,10,English Vinglish,"Comedy,Drama,Family",73.1,0.6396128742802831,relief_from_current_state,"Comedy, Family",none,mood:dark/sad; tone:bleak/gritty; themes:grief/revenge; emotional_arc:tragic/unsettling,0.4670805335044861,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,1,Chappelle's Show,"Comedy,Music",95.2,0.9913915266617971,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,2,Louie,"Comedy,Drama",96.1,0.9911961285609935,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,3,Father Ted,Comedy,94.6,0.9868389335281227,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,4,One Punch Man,"Action,Animation,Comedy",93.9,0.9845799853907962,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,5,QI,"Comedy,Game-Show",95.2,0.9837710007304602,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,6,Whose Line Is It Anyway?,"Comedy,Game-Show",94.1,0.9818298027757487,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,7,Impractical Jokers,"Comedy,Reality-TV",93.7,0.9815412710007305,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,8,30 Rock,Comedy,93.4,0.9814572680788898,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,9,Peep Show,Comedy,92.9,0.979654857560263,explicit_desire,Comedy,none,none,0.0,0.0
current feeling plus desire,I feel sad and heartbroken and I want to watch something joyous and comedic,10,Frasier,Comedy,93.0,0.9778360116873631,explicit_desire,Comedy,none,none,0.0,0.0
negation,I want something funny but not scary,1,Chappelle's Show,"Comedy,Music",90.9,0.9599856707493999,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.07257028669118881,0.0
negation,I want something funny but not scary,2,Louie,"Comedy,Drama",90.9,0.9367823284098142,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.16372045874595642,0.0
negation,I want something funny but not scary,3,Whose Line Is It Anyway?,"Comedy,Game-Show",88.9,0.9248160291974172,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.17401839792728424,0.0
negation,I want something funny but not scary,4,Impractical Jokers,"Comedy,Reality-TV",89.3,0.913064329422809,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.22199277579784393,0.0
negation,I want something funny but not scary,5,One Punch Man,"Action,Animation,Comedy",90.8,0.9101020367917045,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.2315688133239746,0.0
negation,I want something funny but not scary,6,30 Rock,Comedy,89.3,0.9071300126336803,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.24137207865715027,0.0
negation,I want something funny but not scary,7,Borat,Comedy,91.9,0.9064382069201431,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.21409446001052856,0.0
negation,I want something funny but not scary,8,It's Kind of a Funny Story,"Comedy,Drama,Romance",95.5,0.8991148174969359,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.15589679777622223,0.0
negation,I want something funny but not scary,9,QI,"Comedy,Game-Show",88.1,0.8957632659594451,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.2819700241088867,0.0
negation,I want something funny but not scary,10,A Serious Man,"Comedy,Drama",89.2,0.8890968224584751,explicit_desire,Comedy,Horror,mood:dark/tense; tone:bleak/suspenseful; emotional_arc:unsettling,0.21500231325626373,0.0
typos negation,"I dont want sad movie, need joyful commedy",1,Yes Man,"Comedy,Romance",88.8,0.9043732568184069,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.1413939893245697,0.0
typos negation,"I dont want sad movie, need joyful commedy",2,Trailer Park Boys,"Comedy,Crime",84.8,0.8933383550218982,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.16113901138305664,0.0
typos negation,"I dont want sad movie, need joyful commedy",3,Borat,Comedy,83.2,0.890395027424751,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.14256563782691956,0.0
typos negation,"I dont want sad movie, need joyful commedy",4,Welcome to the Sticks,"Comedy,Romance",85.9,0.8874616565749626,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.17207205295562744,0.0
typos negation,"I dont want sad movie, need joyful commedy",5,Another Year,"Comedy,Drama",84.6,0.8865148863285628,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.2342795729637146,0.0
typos negation,"I dont want sad movie, need joyful commedy",6,3 Idiots,"Comedy,Drama",84.7,0.8848761675978681,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.270372599363327,0.0
typos negation,"I dont want sad movie, need joyful commedy",7,"tick, tick... BOOM!","Biography,Comedy,Drama",86.4,0.8791688528010408,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.20425575971603394,0.0
typos negation,"I dont want sad movie, need joyful commedy",8,Serendipity,"Comedy,Romance",87.8,0.8790876347137856,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.23411621153354645,0.0
typos negation,"I dont want sad movie, need joyful commedy",9,The Royal Tenenbaums,"Comedy,Drama",84.4,0.8753753777565619,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.2706138491630554,0.0
typos negation,"I dont want sad movie, need joyful commedy",10,Everybody Wants Some!!,Comedy,85.3,0.8753405967855471,explicit_desire,Comedy,none,mood:sad; themes:grief; emotional_arc:tragic,0.2410365790128708,0.0
broken english,me sad heart broken want watch happy funny,1,QI,"Comedy,Game-Show",91.0,0.9835336011687362,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,2,Louie,"Comedy,Drama",90.5,0.9833345507669832,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,3,Frasier,Comedy,89.2,0.9788312636961286,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,4,Chappelle's Show,"Comedy,Music",88.3,0.9781975894813734,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,5,The Daily Show,"Comedy,News,Talk-Show",89.2,0.9776734842951059,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,6,Impractical Jokers,"Comedy,Reality-TV",88.3,0.9744558071585099,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,7,Whose Line Is It Anyway?,"Comedy,Game-Show",88.2,0.9734021183345508,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,8,Happy!,"Action,Comedy,Crime",93.3,0.9712801314828342,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,9,One Punch Man,"Action,Animation,Comedy",87.7,0.9710701241782324,explicit_desire,Comedy,none,none,0.0,0.0
broken english,me sad heart broken want watch happy funny,10,Workaholics,Comedy,89.0,0.9705113221329439,explicit_desire,Comedy,none,none,0.0,0.0
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",1,The Christmas Chronicles,"Adventure,Comedy,Family",74.2,0.8270608928862759,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.32460710406303406,0.0
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",2,Paddington 2,"Adventure,Comedy,Family",75.4,0.7927332899429399,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.35681915283203125,0.0
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",3,Raising Hope,"Comedy,Family",73.9,0.7922284549278792,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.4170117974281311,0.0
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",4,Enchanted,"Adventure,Animation,Comedy",70.9,0.7416950405449678,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.2096325308084488,0.3939393939393939
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",5,Elf,"Adventure,Comedy,Family",72.2,0.7413181586651754,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.21585814654827118,0.0
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",6,The Suite Life of Zack & Cody,"Comedy,Family",72.7,0.6714295975473172,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.35485848784446716,0.0
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",7,500 Days of Summer,"Comedy,Drama,Romance",70.1,0.6624640536241001,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.3988332152366638,0.3939393939393939
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",8,Boy Meets World,"Comedy,Drama,Family",73.8,0.6422952101214946,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.27762889862060547,0.0
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",9,50/50,"Comedy,Drama,Romance",70.8,0.6418771206838644,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.6225330233573914,0.3939393939393939
multi exclusion comfort,"I am exhausted and anxious, no horror, no depressing stuff, just something warm and easy to watch",10,English Vinglish,"Comedy,Drama,Family",71.7,0.6059678779325841,relief_from_current_state,"Comedy, Family",Horror,mood:dark/sad/tense; tone:bleak/gritty/suspenseful; emotional_arc:tragic/unsettling; themes:grief/revenge,0.4670805335044861,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",1,Raised by Wolves,"Drama,Fantasy,Sci-Fi",83.9,0.8297290874598581,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.33952003717422485,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",2,Foundation,"Drama,Sci-Fi",84.4,0.7931776754620128,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.49347397685050964,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",3,Melancholia,"Drama,Sci-Fi",81.9,0.7561559121394522,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.2650902271270752,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",4,Black Mirror,"Drama,Mystery,Sci-Fi",80.3,0.7480552017079207,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.6149255633354187,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",5,Utopia,"Drama,Mystery,Sci-Fi",81.4,0.7307589502130831,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.7945544123649597,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",6,Humans,"Drama,Sci-Fi",79.7,0.711642228438525,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.2740364968776703,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",7,The Society,"Drama,Mystery,Sci-Fi",79.5,0.6957275217114093,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.7999550104141235,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",8,K-PAX,"Drama,Mystery,Sci-Fi",77.6,0.6796946176766827,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.7275275588035583,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",9,The Expanse,"Drama,Mystery,Sci-Fi",78.1,0.6780109443222195,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.781995415687561,0.0
soft sci-fi,"I want sci fi but not too intense, more hopeful and emotional than violent",10,The Martian,"Adventure,Drama,Sci-Fi",78.8,0.6732240505084407,explicit_desire,Sci-Fi,"Action, Thriller",mood:tense; tone:suspenseful; pace:fast_paced,0.6739439368247986,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,1,12 Monkeys,"Adventure,Drama,Mystery",82.8,0.7909022964553472,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.4831501245498657,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,2,Stay Close,"Crime,Drama,Mystery",84.1,0.7885902839076178,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.5240136384963989,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,3,Flashforward,"Drama,Mystery,Sci-Fi",82.6,0.7784135678308213,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.47869935631752014,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,4,A Perfect Getaway,"Drama,Mystery,Thriller",82.9,0.7733098243639538,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.4717710018157959,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,5,Secret Window,"Drama,Mystery,Thriller",84.0,0.7719222062029396,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.5457596778869629,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,6,Desperate Housewives,"Comedy,Drama,Mystery",81.6,0.7714566043443797,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.526913583278656,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,7,The Invisible Guest,"Crime,Drama,Mystery",82.2,0.7528648478328267,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.7014256715774536,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,8,11.22.63,"Drama,Mystery,Romance",81.6,0.7526014449032142,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.5633823275566101,0.0
clever mystery exclusion,Give me a clever mystery with twists but nothing violent or disturbing,9,National Treasure: Book of Secrets,"Action,Adventure,Mystery",80.4,0.7484615728818561,explicit_desire,Mystery,none,mood:dark; emotional_arc:unsettling,0.49413466453552246,0.0
